underlying_symbol,quote_datetime,sequence_number,root,expiration,strike,option_type,exchange_id,trade_size,trade_price,trade_condition_id,canceled_trade_condition_id,best_bid,best_ask,underlying_bid,underlying_ask,number_of_exchanges,{exchange,bid_size,bid,ask_size,ask}[number_of_exchanges]
^VIX,2016-06-01 14:31:07.900,18697801,VIX,2016-06-22,13.000,P,5,600,0.1000,0,0,0.0500,0.1500,14.6750,14.6750,1,5,4893,0.0500,546,0.1500
^VIX,2016-06-01 14:31:07.900,220024393,VIX,2016-06-22,13.000,P,5,500,0.1000,0,0,0.0500,0.1500,14.6750,14.6750,1,5,4893,0.0500,546,0.1500
^VIX,2016-06-01 14:31:07.900,152915529,VIX,2016-06-22,13.000,P,5,250,0.1000,0,0,0.0500,0.1500,14.6750,14.6750,1,5,4893,0.0500,546,0.1500
^VIX,2016-06-01 14:31:07.900,354242121,VIX,2016-06-22,13.000,P,5,250,0.1000,0,0,0.0500,0.1500,14.6750,14.6750,1,5,4893,0.0500,546,0.1500
^VIX,2016-06-01 10:10:03.350,18314562,VIX,2016-06-22,14.000,C,5,3,2.3400,35,0,2.2500,2.5000,15.0750,15.0750,1,5,21,2.2500,6079,2.5000
^VIX,2016-06-01 12:15:37.950,58715572,VIX,2016-06-22,14.000,C,5,1,2.0500,35,0,1.8000,2.2000,14.7750,14.7750,1,5,2950,1.8000,3728,2.2000
^VIX,2016-06-01 14:00:59.075,79479537,VIX,2016-06-22,14.000,C,5,10,2.2000,0,0,2.0000,2.2500,14.7750,14.7750,1,5,101,2.0000,781,2.2500
^VIX,2016-06-01 14:06:25.775,80869063,VIX,2016-06-22,14.000,C,5,10,2.1500,0,0,2.0000,2.2500,14.8000,14.8000,1,5,1,2.0000,3061,2.2500
^VIX,2016-06-01 14:16:03.775,82873159,VIX,2016-06-22,14.000,C,5,1,2.0000,0,0,1.8500,2.1500,14.7000,14.7000,1,5,563,1.8500,3982,2.1500
^VIX,2016-06-01 15:26:18.375,96009806,VIX,2016-06-22,14.000,C,5,3,1.8900,35,0,1.7000,2.0500,14.6750,14.6750,1,5,2244,1.7000,222,2.0500
^VIX,2016-06-01 15:55:51.150,101801269,VIX,2016-06-22,14.500,C,5,5,1.8000,0,0,1.4000,1.8000,14.6500,14.6500,1,5,5088,1.4000,3644,1.8000
^VIX,2016-06-01 09:58:18.600,12107858,VIX,2016-06-22,16.000,C,5,1,1.2500,0,0,1.2000,1.4500,15.2250,15.2250,1,5,2489,1.2000,1857,1.4500
^VIX,2016-06-01 10:10:03.350,18314563,VIX,2016-06-22,16.000,C,5,3,1.2700,35,0,1.1000,1.3500,15.0750,15.0750,1,5,3806,1.1000,225,1.3500
^VIX,2016-06-01 12:15:37.950,58715573,VIX,2016-06-22,16.000,C,5,1,1.0500,35,0,1.0000,1.1500,14.7750,14.7750,1,5,2,1.0000,436,1.1500
^VIX,2016-06-01 12:36:54.675,63108453,VIX,2016-06-22,16.000,C,5,2,1.0500,0,0,1.0000,1.1500,14.7500,14.7500,1,5,2,1.0000,1557,1.1500
^VIX,2016-06-01 12:37:21.325,63192949,VIX,2016-06-22,16.000,C,5,2,1.0500,0,0,1.0000,1.1500,14.7250,14.7250,1,5,2,1.0000,1557,1.1500
^VIX,2016-06-01 15:23:38.850,95427671,VIX,2016-06-22,16.000,C,5,2,1.0000,0,0,0.9500,1.0500,14.6750,14.6750,1,5,20,0.9500,270,1.0500
^VIX,2016-06-01 15:26:18.375,96009807,VIX,2016-06-22,16.000,C,5,3,0.9600,35,0,0.8500,1.1000,14.6750,14.6750,1,5,2320,0.8500,621,1.1000
^VIX,2016-06-01 09:39:12.450,4775814,VIX,2016-06-22,16.000,P,5,1,1.0800,35,0,1.0000,1.2500,15.2500,15.2500,1,5,3168,1.0000,482,1.2500
^VIX,2016-06-01 11:04:22.700,38374919,VIX,2016-06-22,16.000,P,5,2,1.2000,0,0,1.1000,1.3000,14.9000,14.9000,1,5,3159,1.1000,337,1.3000
^VIX,2016-06-01 12:10:40.775,57419411,VIX,2016-06-22,16.000,P,5,2,1.3500,0,0,1.2500,1.3500,14.7750,14.7750,1,5,2965,1.2500,2,1.3500
^VIX,2016-06-01 15:22:49.075,95252385,VIX,2016-06-22,16.000,P,5,1,1.3900,35,0,1.3000,1.4500,14.6750,14.6750,1,5,3660,1.3000,1,1.4500
^VIX,2016-06-01 15:54:20.000,101423636,VIX,2016-06-22,16.000,P,5,1,1.3500,0,0,1.3000,1.5000,14.6500,14.6500,1,5,2568,1.3000,600,1.5000
^VIX,2016-06-01 11:29:46.775,46388778,VIX,2016-06-22,17.000,C,5,2,0.8500,0,0,0.8000,0.9500,14.8500,14.8500,1,5,319,0.8000,4184,0.9500
^VIX,2016-06-01 12:25:36.600,60810905,VIX,2016-06-22,17.000,C,5,1,0.8000,0,0,0.7500,0.8500,14.7250,14.7250,1,5,219,0.7500,678,0.8500
^VIX,2016-06-01 12:46:07.150,65163583,VIX,2016-06-22,17.000,C,5,45,0.7500,0,0,0.7000,0.9000,14.7500,14.7500,1,5,1561,0.7000,3214,0.9000
^VIX,2016-06-01 15:52:45.950,101068415,VIX,2016-06-22,17.000,C,5,1,0.7500,0,0,0.6500,0.8000,14.6500,14.6500,1,5,691,0.6500,484,0.8000
^VIX,2016-06-01 10:23:06.500,23007896,VIX,2016-06-22,17.000,P,5,2,1.8000,0,0,1.6500,1.8000,15.1500,15.1500,1,5,2810,1.6500,2,1.8000
^VIX,2016-06-01 10:41:25.700,30286673,VIX,2016-06-22,17.000,P,5,2,1.8500,0,0,1.7500,1.9500,15.0250,15.0250,1,5,2160,1.7500,243,1.9500
^VIX,2016-06-01 12:10:40.075,57417432,VIX,2016-06-22,17.000,P,5,2,2.0500,0,0,2.0500,2.2000,14.7750,14.7750,1,5,8,2.0500,472,2.2000
^VIX,2016-06-01 11:23:34.700,44736593,VIX,2016-06-22,18.000,C,5,10,0.6000,0,0,0.6000,0.7000,14.8000,14.8000,1,5,5,0.6000,253,0.7000
^VIX,2016-06-01 13:03:21.350,68611683,VIX,2016-06-22,18.000,C,5,5,0.6000,0,0,0.5500,0.6500,14.6750,14.6750,1,5,452,0.5500,2472,0.6500
^VIX,2016-06-01 15:45:09.575,99704542,VIX,2016-06-22,18.000,C,5,10,0.5000,0,0,0.4500,0.6000,14.6000,14.6000,1,5,2770,0.4500,600,0.6000
^VIX,2016-06-01 15:22:49.075,95252387,VIX,2016-06-22,18.000,P,5,1,3.0000,35,0,2.8500,3.2000,14.6750,14.6750,1,5,3326,2.8500,1766,3.2000
^VIX,2016-06-01 09:30:17.250,598894,VIX,2016-06-22,19.000,C,5,10,0.5500,0,0,0.4500,0.5500,15.1250,15.1250,1,5,300,0.4500,10,0.5500
^VIX,2016-06-01 09:31:29.550,1467750,VIX,2016-06-22,19.000,C,5,1,0.5000,0,0,0.4500,0.6000,15.1500,15.1500,1,5,2764,0.4500,210,0.6000
^VIX,2016-06-01 10:07:15.375,17328484,VIX,2016-06-22,19.000,C,5,10,0.5000,0,0,0.4500,0.6000,15.0750,15.0750,1,5,4014,0.4500,210,0.6000
^VIX,2016-06-01 11:07:37.225,39537675,VIX,2016-06-22,19.000,C,5,1,0.5000,0,0,0.4000,0.6000,14.9000,14.9000,1,5,3393,0.4000,3604,0.6000
^VIX,2016-06-01 15:24:48.225,95709268,VIX,2016-06-22,19.000,C,5,20,0.4000,95,0,0.3500,0.4500,14.6750,14.6750,1,5,796,0.3500,100,0.4500
^VIX,2016-06-01 15:47:36.150,100180760,VIX,2016-06-22,19.000,C,5,30,0.4000,0,0,0.3500,0.4500,14.6000,14.6000,1,5,2288,0.3500,700,0.4500
^VIX,2016-06-01 15:48:41.875,100350178,VIX,2016-06-22,19.000,C,5,50,0.4000,0,0,0.3500,0.4500,14.6000,14.6000,1,5,2288,0.3500,253,0.4500
^VIX,2016-06-01 15:49:35.575,100530777,VIX,2016-06-22,19.000,C,5,50,0.4000,0,0,0.3500,0.5000,14.6250,14.6250,1,5,2000,0.3500,1619,0.5000
^VIX,2016-06-01 11:12:19.225,41064459,VIX,2016-06-22,20.000,C,5,10,0.4000,0,0,0.3500,0.4500,14.7750,14.7750,1,5,493,0.3500,3372,0.4500
^VIX,2016-06-01 11:28:11.050,45959274,VIX,2016-06-22,20.000,C,5,5,0.3500,35,0,0.3000,0.4000,14.8250,14.8250,1,5,4494,0.3000,40,0.4000
^VIX,2016-06-01 11:30:26.450,46630480,VIX,2016-06-22,20.000,C,5,5,0.3500,35,0,0.3000,0.4000,14.8500,14.8500,1,5,3725,0.3000,40,0.4000
^VIX,2016-06-01 11:44:02.700,50544390,VIX,2016-06-22,20.000,C,5,10,0.4000,0,0,0.3000,0.4000,14.9500,14.9500,1,5,4450,0.3000,30,0.4000
^VIX,2016-06-01 09:56:38.800,11402281,VIX,2016-06-22,21.000,C,5,10,0.3500,0,0,0.3000,0.4000,15.2250,15.2250,1,5,2961,0.3000,243,0.4000
^VIX,2016-06-01 11:10:21.500,40353197,VIX,2016-06-22,21.000,C,5,5,0.3000,0,0,0.2000,0.3500,14.8500,14.8500,1,5,4576,0.2000,5,0.3500
^VIX,2016-06-01 12:58:07.700,67626525,VIX,2016-06-22,24.000,C,5,50,0.1500,0,0,0.1000,0.2000,14.7000,14.7000,1,5,477,0.1000,5537,0.2000
^VIX,2016-06-01 11:28:11.050,45959275,VIX,2016-06-22,30.000,C,5,5,0.0800,35,0,0.0000,0.1500,14.8250,14.8250,1,5,0,0.0000,9322,0.1500
^VIX,2016-06-01 11:30:26.450,46630481,VIX,2016-06-22,30.000,C,5,5,0.0800,35,0,0.0000,0.1500,14.8500,14.8500,1,5,0,0.0000,8259,0.1500
^VIX,2016-06-01 15:55:46.925,101779720,VIX,2016-06-22,35.000,C,5,2,0.0500,0,0,0.0000,0.0500,14.6500,14.6500,1,5,0,0.0000,280,0.0500
^VIX,2016-06-01 11:25:42.450,45295459,VIX,2016-06-29,13.000,C,5,1,3.2700,106,0,3.1000,3.5000,14.8000,14.8000,1,5,3273,3.1000,2141,3.5000
^VIX,2016-06-01 14:00:08.850,12079471,VIX,2016-06-29,13.000,P,5,442,0.1500,0,0,0.0000,5.0000,12.7250,12.7250,1,5,0,0.0000,25,5.0000
^VIX,2016-06-01 14:00:19.775,79225519,VIX,2016-06-29,13.000,P,5,2000,0.1500,0,0,0.0000,4.9000,14.7750,14.7750,1,5,0,0.0000,2,4.9000
^VIX,2016-06-01 14:00:19.775,12116655,VIX,2016-06-29,13.000,P,5,443,0.1500,0,0,0.0000,4.9000,14.7750,14.7750,1,5,0,0.0000,2,4.9000
^VIX,2016-06-01 14:00:19.775,213443247,VIX,2016-06-29,13.000,P,5,443,0.1500,0,0,0.0000,4.9000,14.7750,14.7750,1,5,0,0.0000,2,4.9000
^VIX,2016-06-01 14:00:19.775,146334383,VIX,2016-06-29,13.000,P,5,443,0.1500,0,0,0.0000,4.9000,14.7750,14.7750,1,5,0,0.0000,2,4.9000
^VIX,2016-06-01 14:00:19.775,347660975,VIX,2016-06-29,13.000,P,5,443,0.1500,0,0,0.0000,4.9000,14.7750,14.7750,1,5,0,0.0000,2,4.9000
^VIX,2016-06-01 14:00:19.775,280552111,VIX,2016-06-29,13.000,P,5,443,0.1500,0,0,0.0000,4.9000,14.7750,14.7750,1,5,0,0.0000,2,4.9000
^VIX,2016-06-01 14:00:19.775,481878703,VIX,2016-06-29,13.000,P,5,443,0.1500,0,0,0.0000,4.9000,14.7750,14.7750,1,5,0,0.0000,2,4.9000
^VIX,2016-06-01 09:36:02.825,3696057,VIX,2016-06-29,13.500,P,5,10,0.1500,0,0,0.1000,0.2000,15.2500,15.2500,1,5,3570,0.1000,283,0.2000
^VIX,2016-06-01 09:32:20.925,1980353,VIX,2016-06-29,14.000,C,5,3,2.7900,35,0,2.6000,3.0000,15.1750,15.1750,1,5,2174,2.6000,4520,3.0000
^VIX,2016-06-01 11:01:29.925,37282285,VIX,2016-06-29,14.000,C,5,1,2.6300,35,0,2.4000,2.8000,14.9000,14.9000,1,5,2451,2.4000,4634,2.8000
^VIX,2016-06-01 10:22:21.950,22747639,VIX,2016-06-29,15.000,C,5,2,2.0600,35,0,2.0000,2.3500,15.1250,15.1250,1,5,1304,2.0000,3852,2.3500
^VIX,2016-06-01 15:51:30.300,100942121,VIX,2016-06-29,15.000,C,5,1,1.8800,35,0,1.8000,1.9500,14.6500,14.6500,1,5,8,1.8000,2624,1.9500
^VIX,2016-06-01 10:22:21.950,22747641,VIX,2016-06-29,15.000,P,5,2,0.5500,35,0,0.5000,0.7500,15.1250,15.1250,1,5,4572,0.5000,4906,0.7500
^VIX,2016-06-01 15:06:34.700,92552631,VIX,2016-06-29,15.000,P,5,1,0.7900,35,0,0.6500,0.9000,14.7000,14.7000,1,5,543,0.6500,248,0.9000
^VIX,2016-06-01 09:32:20.925,1980355,VIX,2016-06-29,16.000,C,5,3,1.6500,35,0,1.5000,1.8000,15.1750,15.1750,1,5,3542,1.5000,2891,1.8000
^VIX,2016-06-01 11:01:29.925,37282286,VIX,2016-06-29,16.000,C,5,1,1.5300,35,0,1.4500,1.6500,14.9000,14.9000,1,5,3,1.4500,484,1.6500
^VIX,2016-06-01 11:38:13.200,48942674,VIX,2016-06-29,16.000,C,5,2,1.5700,35,0,1.4500,1.7000,14.9750,14.9750,1,5,180,1.4500,2428,1.7000
^VIX,2016-06-01 12:15:37.950,58715765,VIX,2016-06-29,16.000,C,5,3,1.4500,0,0,1.3000,1.5500,14.7750,14.7750,1,5,479,1.3000,404,1.5500
^VIX,2016-06-01 12:00:34.175,54635147,VIX,2016-06-29,16.000,P,5,10,1.2900,35,0,1.1500,1.4000,14.8500,14.8500,1,5,5132,1.1500,718,1.4000
^VIX,2016-06-01 14:32:13.350,85957747,VIX,2016-06-29,17.000,C,5,8,1.0900,35,0,1.0000,1.1500,14.7000,14.7000,1,5,1729,1.0000,275,1.1500
^VIX,2016-06-01 12:00:34.175,54635148,VIX,2016-06-29,17.000,P,5,10,1.9400,35,0,1.8500,2.0500,14.8500,14.8500,1,5,2546,1.8500,254,2.0500
^VIX,2016-06-01 15:06:34.700,92552632,VIX,2016-06-29,17.000,P,5,1,2.0600,35,0,1.8500,2.3000,14.7000,14.7000,1,5,2488,1.8500,484,2.3000
^VIX,2016-06-01 09:33:57.900,2877251,VIX,2016-06-29,18.000,C,5,10,1.0300,35,0,0.9500,1.1500,15.2250,15.2250,1,5,3100,0.9500,660,1.1500
^VIX,2016-06-01 15:51:30.300,100942122,VIX,2016-06-29,18.000,C,5,1,0.8700,35,0,0.8000,0.9500,14.6500,14.6500,1,5,1139,0.8000,2371,0.9500
^VIX,2016-06-01 09:43:28.600,6306353,VIX,2016-06-29,19.000,C,5,1,0.8000,0,0,0.7500,0.9500,15.1750,15.1750,1,5,2983,0.7500,865,0.9500
^VIX,2016-06-01 10:42:52.350,30869929,VIX,2016-06-29,19.000,C,5,42,0.8000,0,0,0.7000,0.8500,15.1250,15.1250,1,5,4066,0.7000,1,0.8500
^VIX,2016-06-01 10:44:13.225,165511226,VIX,2016-06-29,19.000,C,5,42,0.8000,0,0,0.7000,0.8500,15.1250,15.1250,1,5,3889,0.7000,1,0.8500
^VIX,2016-06-01 14:43:53.525,88564257,VIX,2016-06-29,19.000,C,5,1,0.7500,0,0,0.6500,0.8000,14.7000,14.7000,1,5,702,0.6500,553,0.8000
^VIX,2016-06-01 11:38:13.200,48942675,VIX,2016-06-29,20.000,C,5,2,0.6300,35,0,0.5500,0.7000,14.9750,14.9750,1,5,2996,0.5500,636,0.7000
^VIX,2016-06-01 12:40:36.625,64108467,VIX,2016-06-29,20.000,C,5,750,0.5800,35,0,0.5000,0.6500,14.7500,14.7500,1,5,3145,0.5000,727,0.6500
^VIX,2016-06-01 14:32:13.350,85957748,VIX,2016-06-29,20.000,C,5,8,0.5400,35,0,0.5000,0.6000,14.7000,14.7000,1,5,2464,0.5000,248,0.6000
^VIX,2016-06-01 09:34:57.700,3211684,VIX,2016-06-29,21.000,C,5,10,0.5500,0,0,0.4500,0.6000,15.2500,15.2500,1,5,2154,0.4500,118,0.6000
^VIX,2016-06-01 10:34:08.525,27351735,VIX,2016-06-29,21.000,C,5,30,0.5000,0,0,0.4500,0.5500,15.1250,15.1250,1,5,3881,0.4500,20,0.5500
^VIX,2016-06-01 09:30:17.250,269034355,VIX,2016-06-29,22.000,C,5,35,0.4500,0,0,0.3500,0.4500,15.1250,15.1250,1,5,2023,0.3500,35,0.4500
^VIX,2016-06-01 10:20:53.375,22207622,VIX,2016-06-29,22.000,C,5,10,0.4500,0,0,0.4000,0.5000,15.1250,15.1250,1,5,2466,0.4000,10,0.5000
^VIX,2016-06-01 10:21:48.675,22499587,VIX,2016-06-29,22.000,C,5,10,0.4500,0,0,0.4000,0.5000,15.1250,15.1250,1,5,2599,0.4000,10,0.5000
^VIX,2016-06-01 10:23:30.275,23146146,VIX,2016-06-29,22.000,C,5,10,0.4500,0,0,0.4000,0.5000,15.1500,15.1500,1,5,2482,0.4000,10,0.5000
^VIX,2016-06-01 12:00:34.175,54635149,VIX,2016-06-29,22.000,C,5,10,0.3900,35,0,0.3500,0.4500,14.8500,14.8500,1,5,2566,0.3500,303,0.4500
^VIX,2016-06-01 12:40:34.675,64104606,VIX,2016-06-29,24.000,C,5,750,0.3000,35,0,0.2000,0.3500,14.7500,14.7500,1,5,4208,0.2000,6372,0.3500
^VIX,2016-06-01 12:40:36.625,64108472,VIX,2016-06-29,28.000,C,5,750,0.1200,35,0,0.0500,0.2000,14.7500,14.7500,1,5,7606,0.0500,6412,0.2000
^VIX,2016-06-01 09:56:03.725,11064917,VIX,2016-06-29,32.500,C,5,30,0.1000,0,0,0.0500,0.1500,15.2000,15.2000,1,5,510,0.0500,6949,0.1500
^VIX,2016-06-01 12:40:34.675,64104607,VIX,2016-06-29,35.000,C,5,750,0.0700,35,0,0.0500,0.1000,14.7500,14.7500,1,5,400,0.0500,5498,0.1000
^VIX,2016-06-01 16:11:47.975,103262875,VIX,2016-06-29,35.000,C,5,250,0.0500,0,0,0.0500,0.1000,14.6500,14.6500,1,5,150,0.0500,5470,0.1000
^VIX,2016-06-01 16:12:07.425,103270668,VIX,2016-06-29,35.000,C,5,150,0.0500,0,0,0.0000,0.1000,14.6500,14.6500,1,5,0,0.0000,5470,0.1000
^VIX,2016-06-01 16:12:08.450,103270853,VIX,2016-06-29,35.000,C,5,100,0.0500,0,0,0.0000,0.1000,14.6500,14.6500,1,5,0,0.0000,4174,0.1000
^VIX,2016-06-01 12:43:57.600,64727549,VIX,2016-06-29,37.500,C,5,115,0.0500,0,0,0.0000,0.1000,14.7500,14.7500,1,5,0,0.0000,6732,0.1000
^VIX,2016-06-01 09:53:37.775,10382041,VIX,2016-07-20,10.000,C,5,1,7.8000,0,0,7.7000,7.9000,15.1500,15.1500,1,5,2646,7.7000,650,7.9000
^VIX,2016-06-01 09:53:41.175,10401186,VIX,2016-07-20,10.000,C,5,1,7.8000,0,0,7.7000,7.9000,15.1250,15.1250,1,5,8276,7.7000,1169,7.9000
^VIX,2016-06-01 09:59:25.175,79751186,VIX,2016-07-20,10.000,C,5,2,7.9000,0,0,7.9000,8.0000,15.2250,15.2250,1,5,2,7.9000,4619,8.0000
^VIX,2016-06-01 11:05:43.200,374341835,VIX,2016-07-20,12.000,C,5,120,5.6000,0,0,5.6000,5.7000,14.8750,14.8750,1,5,180,5.6000,14472,5.7000
^VIX,2016-06-01 11:05:43.200,105906645,VIX,2016-07-20,12.000,C,5,40,5.6000,0,0,5.6000,5.7000,14.8750,14.8750,1,5,140,5.6000,14583,5.7000
^VIX,2016-06-01 11:05:43.200,105907136,VIX,2016-07-20,12.000,C,5,40,5.6000,0,0,5.6000,5.7000,14.8750,14.8750,1,5,140,5.6000,15542,5.7000
^VIX,2016-06-01 11:05:43.200,38798533,VIX,2016-07-20,12.000,C,5,32,5.6000,0,0,5.6000,5.7000,14.8750,14.8750,1,5,140,5.6000,15542,5.7000
^VIX,2016-06-01 11:05:44.625,38826552,VIX,2016-07-20,12.000,C,5,13,5.6000,0,0,5.6000,5.7000,14.8750,14.8750,1,5,55,5.6000,16783,5.7000
^VIX,2016-06-01 11:05:44.625,38826662,VIX,2016-07-20,12.000,C,5,55,5.6000,0,0,5.6000,5.7000,14.8750,14.8750,1,5,55,5.6000,16783,5.7000
^VIX,2016-06-01 14:19:22.850,16559710,VIX,2016-07-20,12.000,C,5,1,5.5000,0,0,5.4000,5.6000,14.6750,14.6750,1,5,6785,5.4000,14857,5.6000
^VIX,2016-06-01 15:03:45.725,92144380,VIX,2016-07-20,12.000,C,5,10,5.4800,35,0,5.4000,5.6000,14.6750,14.6750,1,5,14325,5.4000,14945,5.6000
^VIX,2016-06-01 15:31:58.800,96907841,VIX,2016-07-20,12.000,C,5,3,5.5100,35,0,5.4000,5.6000,14.6750,14.6750,1,5,14308,5.4000,13488,5.6000
^VIX,2016-06-01 09:30:02.025,537094501,VIX,2016-07-20,13.000,C,5,2,5.0000,0,0,4.7000,5.0000,0.0000,0.0000,1,5,6000,4.7000,5325,5.0000
^VIX,2016-06-01 09:48:42.825,8749921,VIX,2016-07-20,13.000,C,5,20,4.8000,0,0,4.8000,5.0000,15.2250,15.2250,1,5,3491,4.8000,17811,5.0000
^VIX,2016-06-01 09:56:35.900,11368434,VIX,2016-07-20,13.000,C,5,20,5.0000,0,0,4.9000,5.1000,15.2250,15.2250,1,5,15877,4.9000,4939,5.1000
^VIX,2016-06-01 10:09:24.225,18067401,VIX,2016-07-20,13.000,C,5,20,4.8000,0,0,4.7000,4.9000,15.1500,15.1500,1,5,16672,4.7000,586,4.9000
^VIX,2016-06-01 13:33:34.275,141033316,VIX,2016-07-20,13.000,C,5,10,4.7000,0,0,4.6000,4.8000,14.7500,14.7500,1,5,7957,4.6000,6235,4.8000
^VIX,2016-06-01 13:35:37.700,74349200,VIX,2016-07-20,13.000,C,5,2,4.7000,0,0,4.7000,4.8000,14.7500,14.7500,1,5,2,4.7000,16446,4.8000
^VIX,2016-06-01 13:34:54.125,74185415,VIX,2016-07-20,13.000,P,5,175,0.1500,0,0,0.1000,0.1500,14.7500,14.7500,1,5,1026,0.1000,20545,0.1500
^VIX,2016-06-01 15:58:38.250,102362466,VIX,2016-07-20,13.000,P,5,4,0.1200,35,0,0.1000,0.1500,14.6500,14.6500,1,5,10974,0.1000,19377,0.1500
^VIX,2016-06-01 09:51:52.175,9867685,VIX,2016-07-20,14.000,C,5,3,4.1000,0,0,4.0000,4.2000,15.1500,15.1500,1,5,3047,4.0000,18539,4.2000
^VIX,2016-06-01 09:56:03.775,11065224,VIX,2016-07-20,14.000,C,5,2,4.0000,0,0,4.0000,4.2000,15.2000,15.2000,1,5,18219,4.0000,10938,4.2000
^VIX,2016-06-01 10:19:58.125,692898706,VIX,2016-07-20,14.000,C,5,10,4.1000,0,0,4.0000,4.2000,15.1250,15.1250,1,5,13365,4.0000,8678,4.2000
^VIX,2016-06-01 10:28:23.425,159610141,VIX,2016-07-20,14.000,C,5,1,4.0900,35,0,4.0000,4.2000,15.1500,15.1500,1,5,4194,4.0000,17826,4.2000
^VIX,2016-06-01 11:14:42.175,41767591,VIX,2016-07-20,14.000,C,5,1,3.9000,0,0,3.8000,3.9000,14.7750,14.7750,1,5,582,3.8000,10957,3.9000
^VIX,2016-06-01 12:15:20.125,125749813,VIX,2016-07-20,14.000,C,5,1,3.8000,0,0,3.7000,3.9000,14.8000,14.8000,1,5,8490,3.7000,16920,3.9000
^VIX,2016-06-01 12:26:25.825,329414354,VIX,2016-07-20,14.000,C,5,4,3.8000,0,0,3.7000,3.9000,14.7500,14.7500,1,5,11682,3.7000,6513,3.9000
^VIX,2016-06-01 14:16:27.200,82966238,VIX,2016-07-20,14.000,C,5,10,3.8800,35,0,3.8000,4.0000,14.7000,14.7000,1,5,3298,3.8000,17159,4.0000
^VIX,2016-06-01 15:15:35.100,93988315,VIX,2016-07-20,14.000,C,5,1,3.8100,35,0,3.7000,3.9000,14.6750,14.6750,1,5,13406,3.7000,16817,3.9000
^VIX,2016-06-01 09:57:23.825,11684922,VIX,2016-07-20,14.000,P,5,2,0.2500,0,0,0.2000,0.3000,15.2250,15.2250,1,5,9874,0.2000,21229,0.3000
^VIX,2016-06-01 10:04:03.250,15840135,VIX,2016-07-20,14.000,P,5,150,0.2700,35,0,0.2500,0.3000,15.1250,15.1250,1,5,10279,0.2500,14962,0.3000
^VIX,2016-06-01 10:08:29.600,219078792,VIX,2016-07-20,14.000,P,5,150,0.2800,35,0,0.2500,0.3000,15.0750,15.0750,1,5,11819,0.2500,14132,0.3000
^VIX,2016-06-01 11:02:18.800,37738822,VIX,2016-07-20,14.000,P,5,50,0.3000,0,0,0.2500,0.3500,14.9000,14.9000,1,5,16788,0.2500,10069,0.3500
^VIX,2016-06-01 12:59:14.075,67778436,VIX,2016-07-20,14.000,P,5,10,0.3000,0,0,0.2500,0.3500,14.7000,14.7000,1,5,14237,0.2500,17563,0.3500
^VIX,2016-06-01 13:04:29.825,68738319,VIX,2016-07-20,14.000,P,5,10,0.3000,0,0,0.3000,0.3500,14.6750,14.6750,1,5,620,0.3000,19133,0.3500
^VIX,2016-06-01 14:03:36.350,80279044,VIX,2016-07-20,14.500,C,5,1,3.6100,35,0,3.5000,3.7000,14.8250,14.8250,1,5,14665,3.5000,15712,3.7000
^VIX,2016-06-01 14:04:28.950,80502912,VIX,2016-07-20,14.500,C,5,1,3.6000,35,0,3.5000,3.7000,14.8250,14.8250,1,5,14006,3.5000,15755,3.7000
^VIX,2016-06-01 09:34:06.750,2917981,VIX,2016-07-20,15.000,C,5,10,3.4000,0,0,3.3000,3.5000,15.2250,15.2250,1,5,8343,3.3000,13904,3.5000
^VIX,2016-06-01 10:04:37.375,16083034,VIX,2016-07-20,15.000,C,5,40,3.3800,35,0,3.3000,3.5000,15.1250,15.1250,1,5,12039,3.3000,20930,3.5000
^VIX,2016-06-01 10:41:22.775,30264351,VIX,2016-07-20,15.000,C,5,1,3.3000,0,0,3.3000,3.4000,15.0250,15.0250,1,5,7404,3.3000,9474,3.4000
^VIX,2016-06-01 11:01:30.000,37282598,VIX,2016-07-20,15.000,C,5,50,3.2000,35,0,3.1000,3.3000,14.9000,14.9000,1,5,13382,3.1000,17756,3.3000
^VIX,2016-06-01 11:01:53.025,37542597,VIX,2016-07-20,15.000,C,5,10,3.1000,0,0,3.1000,3.3000,14.9000,14.9000,1,5,16915,3.1000,17610,3.3000
^VIX,2016-06-01 12:07:43.900,56573123,VIX,2016-07-20,15.000,C,5,50,3.1200,35,0,3.1000,3.2000,14.8000,14.8000,1,5,802,3.1000,13356,3.2000
^VIX,2016-06-01 13:12:43.525,3060530,VIX,2016-07-20,15.000,C,5,2,3.2000,0,0,3.1000,3.2000,14.7000,14.7000,1,5,8142,3.1000,843,3.2000
^VIX,2016-06-01 15:15:54.100,94082988,VIX,2016-07-20,15.000,C,5,1,3.1300,35,0,3.1000,3.2000,14.6750,14.6750,1,5,50,3.1000,16974,3.2000
^VIX,2016-06-01 15:24:15.200,95569940,VIX,2016-07-20,15.000,C,5,3,3.1000,35,0,3.1000,3.2000,14.6750,14.6750,1,5,47,3.1000,17884,3.2000
^VIX,2016-06-01 15:24:15.200,28461094,VIX,2016-07-20,15.000,C,5,47,3.1000,0,0,3.0000,3.2000,14.6750,14.6750,1,5,8079,3.0000,17884,3.2000
^VIX,2016-06-01 15:47:20.250,100134451,VIX,2016-07-20,15.000,C,5,4,3.2000,0,0,3.0000,3.2000,14.6000,14.6000,1,5,14841,3.0000,16627,3.2000
